ID,Nominee,Party,Gender,State,Region,WiderRegion,Type,Race,Class,Incumbent,Victor,Votes,Share,Total,HeldBy,Hometown,ElectionDay,ElectionYear,YearType,LastElection,Final,Special,Runoff
696,John R. Morrison,Libertarian,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-04,Class 1,FALSE,FALSE,1950,0.0049,394228,Republican,"Red Bank, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
697,Mary Joann Guinchard,Republican,Female,New Jersey,Mid-Atlantic,Northeast,House,NJ-05,Class 1,FALSE,FALSE,165287,0.4328,381889,Democratic,"Ridgewood, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
698,Joshua S. Gottheimer,Democratic,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-05,Class 1,TRUE,TRUE,208359,0.5456,381889,Democratic,"Wyckoff, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
699,Amir Arif Sheikh,Peace Freedom Liberty,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-05,Class 1,FALSE,FALSE,2375,0.0062,381889,Democratic,"Teaneck, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
700,Beau D. Forte,Green,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-05,Class 1,FALSE,FALSE,3428,0.009,381889,Democratic,"West Milford, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
701,"James V. Tosone, Jr.",Libertarian,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-05,Class 1,FALSE,FALSE,2440,0.0064,381889,Democratic,"Township of Washington, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
702,Scott M. Felger,Republican,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-06,Class 1,FALSE,FALSE,122519,0.4034,303681,Democratic,"Highlands, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
703,"Frank J. Pallone, Jr.",Democratic,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-06,Class 1,TRUE,TRUE,170275,0.5607,303681,Democratic,"Long Branch, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
704,Fahad A. Akhtar,Common Sense Independent,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-06,Class 1,FALSE,FALSE,4871,0.016,303681,Democratic,"North Brunswick, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
705,Matthew Amitrano,Libertarian,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-06,Class 1,FALSE,FALSE,1770,0.0058,303681,Democratic,"Piscataway, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
706,Herbert L. Tarbous,Green,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-06,Class 1,FALSE,FALSE,4246,0.014,303681,Democratic,"Piscataway, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
707,"Thomas H. Kean, Jr.",Republican,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-07,Class 1,TRUE,TRUE,223331,0.5177,431398,Republican,"Westfield, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
708,Susan C. Altman,Democratic,Female,New Jersey,Mid-Atlantic,Northeast,House,NJ-07,Class 1,FALSE,FALSE,200025,0.4637,431398,Republican,"Lambertville, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
709,Andrew T. Black,Green,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-07,Class 1,FALSE,FALSE,4258,0.0099,431398,Republican,"Hopatcong, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
710,Lana B. Leguia,Libertarian,Female,New Jersey,Mid-Atlantic,Northeast,House,NJ-07,Class 1,FALSE,FALSE,3784,0.0088,431398,Republican,"Stanhope, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
711,Anthony B. Valdes,Republican,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-08,Class 1,FALSE,FALSE,68152,0.3464,196765,Democratic,"West New York, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
712,"Robert J. Menendez, Jr.",Democratic,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-08,Class 1,TRUE,TRUE,116434,0.5917,196765,Democratic,"Jersey City, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
713,Pablo R. Olivera,Labour,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-08,Class 1,FALSE,FALSE,4295,0.0218,196765,Democratic,"Newark, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
714,Christian J. Robbins,Green,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-08,Class 1,FALSE,FALSE,5465,0.0278,196765,Democratic,"Old Bridge, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
715,Lea K. Sherman,Socialist Workers,Female,New Jersey,Mid-Atlantic,Northeast,House,NJ-08,Class 1,FALSE,FALSE,2419,0.0123,196765,Democratic,"Union City, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
716,William S. Prempeh,Republican,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-09,Class 1,FALSE,FALSE,117939,0.4589,257013,Democratic,"Paterson, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
717,Nelida A. Pou,Democratic,Female,New Jersey,Mid-Atlantic,Northeast,House,NJ-09,Class 1,FALSE,TRUE,130514,0.5078,257013,Democratic,"Paterson, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
718,Bruno J. Pereira,Libertarian,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-09,Class 1,FALSE,FALSE,3533,0.0137,257013,Democratic,"Newton, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
719,Benjamin R. Taylor,Green,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-09,Class 1,FALSE,FALSE,5027,0.0196,257013,Democratic,"Wyckoff, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
720,Carmen L. Bucco,Republican,Female,New Jersey,Mid-Atlantic,Northeast,House,NJ-10,Class 1,FALSE,FALSE,54405,0.2224,244577,Democratic,"Kenilworth, New Jersey",2024-11-05,2024,Presidential,2024-09-18,TRUE,FALSE,FALSE
721,LaMonica R. McIver,Democratic,Female,New Jersey,Mid-Atlantic,Northeast,House,NJ-10,Class 1,TRUE,TRUE,182020,0.7442,244577,Democratic,"Newark, New Jersey",2024-11-05,2024,Presidential,2024-09-18,TRUE,FALSE,FALSE
722,Cynthia A. Johnson,C4C 2024,Female,New Jersey,Mid-Atlantic,Northeast,House,NJ-10,Class 1,FALSE,FALSE,2132,0.0087,244577,Democratic,"Glen Ridge, New Jersey",2024-11-05,2024,Presidential,2024-09-18,TRUE,FALSE,FALSE
723,Michelle Middleton,All of Us,Female,New Jersey,Mid-Atlantic,Northeast,House,NJ-10,Class 1,FALSE,FALSE,1686,0.0069,244577,Democratic,"Millburn, New Jersey",2024-11-05,2024,Presidential,2024-09-18,TRUE,FALSE,FALSE
724,Jon Carlos Serrano,Green,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-10,Class 1,FALSE,FALSE,3198,0.0131,244577,Democratic,"Hasbrouck Heights, New Jersey",2024-11-05,2024,Presidential,2024-09-18,TRUE,FALSE,FALSE
725,Donna L. Weiss,Social Activist,Female,New Jersey,Mid-Atlantic,Northeast,House,NJ-10,Class 1,FALSE,FALSE,1136,0.0046,244577,Democratic,"North Bergen, New Jersey",2024-11-05,2024,Presidential,2024-09-18,TRUE,FALSE,FALSE
726,Joseph Belnome,Republican,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-11,Class 1,FALSE,FALSE,164556,0.4179,393751,Democratic,"Belleville, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
727,R. Michelle Sherrill,Democratic,Female,New Jersey,Mid-Atlantic,Northeast,House,NJ-11,Class 1,TRUE,TRUE,222583,0.5653,393751,Democratic,"Montclair , New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
728,Lilian J. Benavides,Green,Female,New Jersey,Mid-Atlantic,Northeast,House,NJ-11,Class 1,FALSE,FALSE,4780,0.0121,393751,Democratic,"Lake Hiawatha, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
729,Joshua H. Lanzara,Truth Freedom Prosperity,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-11,Class 1,FALSE,FALSE,1832,0.0047,393751,Democratic,"Chester, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
730,Darius J. Mayfield,Republican,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-12,Class 1,FALSE,FALSE,117222,0.3644,321660,Democratic,"Helmetta, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
731,Bonnie M. Watson Coleman,Democratic,Female,New Jersey,Mid-Atlantic,Northeast,House,NJ-12,Class 1,TRUE,TRUE,196871,0.612,321660,Democratic,"Ewing Township, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
732,Victor Kaplan,Libertarian,Male,New Jersey,Mid-Atlantic,Northeast,House,NJ-12,Class 1,FALSE,FALSE,2915,0.0091,321660,Democratic,"Morganville, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
733,Kimberly Ann Meudt,Green,Female,New Jersey,Mid-Atlantic,Northeast,House,NJ-12,Class 1,FALSE,FALSE,4652,0.0145,321660,Democratic,"Williamstown, New Jersey",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
734,Nella Louise Domenici,Republican,Female,New Mexico,Mountain,West,Senate,NM-Sen,Class 1,FALSE,FALSE,405978,0.4494,903311,Democratic,"Santa Fe, New Mexico",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
735,Martin T. Heinrich,Democratic,Male,New Mexico,Mountain,West,Senate,NM-Sen,Class 1,TRUE,TRUE,497333,0.5506,903311,Democratic,"Albuquerque, New Mexico",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
736,Steven A. Jones,Republican,Male,New Mexico,Mountain,West,House,NM-01,Class 1,FALSE,FALSE,149546,0.4363,342749,Democratic,"Ruidoso, New Mexico",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
737,Melanie Ann Stansbury,Democratic,Female,New Mexico,Mountain,West,House,NM-01,Class 1,TRUE,TRUE,193203,0.5637,342749,Democratic,"Albuquerque, New Mexico",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
738,S. Yvette Herrell,Republican,Female,New Mexico,Mountain,West,House,NM-02,Class 1,FALSE,FALSE,127145,0.4792,265322,Democratic,"La Luz, New Mexico",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
739,Gabriel L. Vasquez,Democratic,Male,New Mexico,Mountain,West,House,NM-02,Class 1,TRUE,TRUE,138177,0.5208,265322,Democratic,"Las Cruces, New Mexico",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
740,Sharon E. Clahchischilliage,Republican,Female,New Mexico,Mountain,West,House,NM-03,Class 1,FALSE,FALSE,126085,0.4371,288427,Democratic,"Shiprock, New Mexico",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
741,Teresa I. Leger Fernandez,Democratic,Female,New Mexico,Mountain,West,House,NM-03,Class 1,TRUE,TRUE,162342,0.5629,288427,Democratic,"Santa Fe, New Mexico",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
742,Michael D. Sapraicone,Republican,Male,New York,Mid-Atlantic,Northeast,Senate,NY-Sen,Class 1,FALSE,FALSE,3246114,0.4059,7996825,Democratic,"Glen Head, New York",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
743,Kirsten E. Gillibrand,Democratic,Female,New York,Mid-Atlantic,Northeast,Senate,NY-Sen,Class 1,TRUE,TRUE,4711298,0.5891,7996825,Democratic,"Greenport, New York",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
744,Diane W. Sare,LaRouche,Female,New York,Mid-Atlantic,Northeast,Senate,NY-Sen,Class 1,FALSE,FALSE,39413,0.0049,7996825,Democratic,"Sloatsburg, New York",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
745,Nicholas J. LaLota,Republican,Male,New York,Mid-Atlantic,Northeast,House,NY-01,Class 1,TRUE,TRUE,226285,0.5522,409825,Republican,"Lindenhurst, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
746,John P. Avlon,Democratic,Male,New York,Mid-Atlantic,Northeast,House,NY-01,Class 1,FALSE,FALSE,183540,0.4478,409825,Republican,"Sag Harbor, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
747,Andrew R. Garbarino,Republican,Male,New York,Mid-Atlantic,Northeast,House,NY-02,Class 1,TRUE,TRUE,202597,0.5977,338968,Republican,"Bayport, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
748,Robert M. Lubin,Democratic,Male,New York,Mid-Atlantic,Northeast,House,NY-02,Class 1,FALSE,FALSE,136371,0.4023,338968,Republican,"Amityville, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
749,"Michael J. LiPetri, Jr.",Republican,Male,New York,Mid-Atlantic,Northeast,House,NY-03,Class 1,FALSE,FALSE,174693,0.4821,362344,Democratic,"Farmingdale, New York",2024-11-05,2024,Presidential,2024-02-13,TRUE,FALSE,FALSE
750,Thomas R. Suozzi,Democratic,Male,New York,Mid-Atlantic,Northeast,House,NY-03,Class 1,TRUE,TRUE,187651,0.5179,362344,Democratic,"Glen Cove, New York",2024-11-05,2024,Presidential,2024-02-13,TRUE,FALSE,FALSE
751,Anthony P. D'Esposito,Republican,Male,New York,Mid-Atlantic,Northeast,House,NY-04,Class 1,TRUE,FALSE,183157,0.4885,374917,Republican,"Island Park, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
752,Laura A. Gillen,Democratic,Female,New York,Mid-Atlantic,Northeast,House,NY-04,Class 1,FALSE,TRUE,191760,0.5115,374917,Republican,"Rockville Centre, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
753,Paul T. King,Republican,Male,New York,Mid-Atlantic,Northeast,House,NY-05,Class 1,FALSE,FALSE,62529,0.2707,230954,Democratic,"Belle Harbor, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
754,Gregory W. Meeks,Democratic,Male,New York,Mid-Atlantic,Northeast,House,NY-05,Class 1,TRUE,TRUE,168425,0.7293,230954,Democratic,"Queens, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
755,Thomas J. Zmich,Republican,Male,New York,Mid-Atlantic,Northeast,House,NY-06,Class 1,FALSE,FALSE,74559,0.3765,198036,Democratic,"Bayside, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
756,Grace Meng,Democratic,Female,New York,Mid-Atlantic,Northeast,House,NY-06,Class 1,TRUE,TRUE,120205,0.607,198036,Democratic,"Queens, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
757,Joseph J. Chou,Independent,Male,New York,Mid-Atlantic,Northeast,House,NY-06,Class 1,FALSE,FALSE,3272,0.0165,198036,Democratic,"Flushing, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
758,William K. Kregler,Republican,Male,New York,Mid-Atlantic,Northeast,House,NY-07,Class 1,FALSE,FALSE,48435,0.2189,221230,Democratic,"Woodside, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
759,Nydia M. Velázquez,Democratic,Female,New York,Mid-Atlantic,Northeast,House,NY-07,Class 1,TRUE,TRUE,172795,0.7811,221230,Democratic,"Brooklyn, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
760,John J. Delaney,Republican,Male,New York,Mid-Atlantic,Northeast,House,NY-08,Class 1,FALSE,FALSE,54863,0.2461,222899,Democratic,"Brooklyn, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
761,Hakeem S. Jeffries,Democratic,Male,New York,Mid-Atlantic,Northeast,House,NY-08,Class 1,TRUE,TRUE,168036,0.7539,222899,Democratic,"Brooklyn, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
762,Menachem M. Raitport,Republican,Male,New York,Mid-Atlantic,Northeast,House,NY-09,Class 1,FALSE,FALSE,60064,0.2575,233271,Democratic,"Brooklyn, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
763,Yvette D. Clarke,Democratic,Female,New York,Mid-Atlantic,Northeast,House,NY-09,Class 1,TRUE,TRUE,173207,0.7425,233271,Democratic,"Brooklyn, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
764,Alexander Blair English Dodenhoff,Republican,Male,New York,Mid-Atlantic,Northeast,House,NY-10,Class 1,FALSE,FALSE,37555,0.1499,250508,Democratic,"New York City, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
765,Daniel Sachs Goldman,Democratic,Male,New York,Mid-Atlantic,Northeast,House,NY-10,Class 1,TRUE,TRUE,206206,0.8232,250508,Democratic,"New York City, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
766,Paul J. Briscoe,Conservative,Male,New York,Mid-Atlantic,Northeast,House,NY-10,Class 1,FALSE,FALSE,6747,0.0269,250508,Democratic,"Brooklyn, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
767,Nicole Malliotakis,Republican,Female,New York,Mid-Atlantic,Northeast,House,NY-11,Class 1,TRUE,TRUE,167099,0.641,260685,Republican,"Staten Island, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
768,Andrea S. Morse,Democratic,Female,New York,Mid-Atlantic,Northeast,House,NY-11,Class 1,FALSE,FALSE,93586,0.359,260685,Republican,"Staten Island, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
769,Michael K. Zumbluskas,Republican,Male,New York,Mid-Atlantic,Northeast,House,NY-12,Class 1,FALSE,FALSE,62989,0.1949,323154,Democratic,"New York City, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
770,Jerrold L. Nadler,Democratic,Male,New York,Mid-Atlantic,Northeast,House,NY-12,Class 1,TRUE,TRUE,260165,0.8051,323154,Democratic,"New York City, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
771,Ruben D. Vargas,Republican,Male,New York,Mid-Atlantic,Northeast,House,NY-13,Class 1,FALSE,FALSE,35822,0.1646,217622,Democratic,"New York City, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
772,Adriano de Jesús Espaillat,Democratic,Male,New York,Mid-Atlantic,Northeast,House,NY-13,Class 1,TRUE,TRUE,181800,0.8354,217622,Democratic,"New York City, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
773,Tina T. Forte,Republican,Female,New York,Mid-Atlantic,Northeast,House,NY-14,Class 1,FALSE,FALSE,59078,0.308,191792,Democratic,"Nanuet, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
774,Alexandria Ocasio-Cortez,Democratic,Female,New York,Mid-Atlantic,Northeast,House,NY-14,Class 1,TRUE,TRUE,132714,0.692,191792,Democratic,"East Elmhurst, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
775,Gonzalo R. Duran,Republican,Male,New York,Mid-Atlantic,Northeast,House,NY-15,Class 1,FALSE,FALSE,36010,0.2112,170488,Democratic,"Bronx, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
776,Ritchie J. Torres,Democratic,Male,New York,Mid-Atlantic,Northeast,House,NY-15,Class 1,TRUE,TRUE,130392,0.7648,170488,Democratic,"Bronx, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
777,Jose Vega,LaRouche,Male,New York,Mid-Atlantic,Northeast,House,NY-15,Class 1,FALSE,FALSE,4086,0.024,170488,Democratic,"Bronx, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
778,Miriam Levitt Flisser,Republican,Female,New York,Mid-Atlantic,Northeast,House,NY-16,Class 1,FALSE,FALSE,86408,0.2842,304076,Democratic,"Scarsdale, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
779,George S. Latimer,Democratic,Male,New York,Mid-Atlantic,Northeast,House,NY-16,Class 1,FALSE,TRUE,217668,0.7158,304076,Democratic,"Rye, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
780,Michael V. Lawler,Republican,Male,New York,Mid-Atlantic,Northeast,House,NY-17,Class 1,TRUE,TRUE,197845,0.5216,379274,Republican,"Pearl River, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
781,Mondaire L. Jones,Democratic,Male,New York,Mid-Atlantic,Northeast,House,NY-17,Class 1,FALSE,FALSE,173899,0.4585,379274,Republican,"Sleepy Hollow, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
782,Anthony P. Frascone,Working Families,Male,New York,Mid-Atlantic,Northeast,House,NY-17,Class 1,FALSE,FALSE,7530,0.0199,379274,Republican,"Congers, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
783,Alison A. Esposito,Republican,Female,New York,Mid-Atlantic,Northeast,House,NY-18,Class 1,FALSE,FALSE,155129,0.4283,362235,Democratic,"Goshen, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
784,Patrick K. Ryan,Democratic,Male,New York,Mid-Atlantic,Northeast,House,NY-18,Class 1,TRUE,TRUE,207106,0.5717,362235,Democratic,"Gardiner, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
785,Marcus J. Molinaro,Republican,Male,New York,Mid-Atlantic,Northeast,House,NY-19,Class 1,TRUE,FALSE,184290,0.4889,376937,Republican,"Red Hook, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
786,Joshua P. Riley,Democratic,Male,New York,Mid-Atlantic,Northeast,House,NY-19,Class 1,FALSE,TRUE,192647,0.5111,376937,Republican,"Ithaca, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
787,Kevin M. Waltz,Republican,Male,New York,Mid-Atlantic,Northeast,House,NY-20,Class 1,FALSE,FALSE,141151,0.3887,363148,Democratic,"Schenectady, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
788,Paul D. Tonko,Democratic,Male,New York,Mid-Atlantic,Northeast,House,NY-20,Class 1,TRUE,TRUE,221997,0.6113,363148,Democratic,"Amsterdam, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
789,Elise M. Stefanik,Republican,Female,New York,Mid-Atlantic,Northeast,House,NY-21,Class 1,TRUE,TRUE,215996,0.6199,348443,Republican,"Schuylerville, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
790,Paula I. Collins,Democratic,Female,New York,Mid-Atlantic,Northeast,House,NY-21,Class 1,FALSE,FALSE,132447,0.3801,348443,Republican,"Canton, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
791,Brandon M. Williams,Republican,Male,New York,Mid-Atlantic,Northeast,House,NY-22,Class 1,TRUE,FALSE,161939,0.4544,356389,Republican,"Syracuse, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
792,John W. Mannion,Democratic,Male,New York,Mid-Atlantic,Northeast,House,NY-22,Class 1,FALSE,TRUE,194450,0.5456,356389,Republican,"Syracuse, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
793,Nicholas A. Langworthy,Republican,Male,New York,Mid-Atlantic,Northeast,House,NY-23,Class 1,TRUE,TRUE,246969,0.6579,375366,Republican,"Pendleton, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
794,Thomas A. Carle,Democratic,Male,New York,Mid-Atlantic,Northeast,House,NY-23,Class 1,FALSE,FALSE,128397,0.3421,375366,Republican,"Fredonia, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
795,Claudia L. Tenney,Republican,Female,New York,Mid-Atlantic,Northeast,House,NY-24,Class 1,TRUE,TRUE,235867,0.6567,359184,Republican,"Canandaigua, New York",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
